"item_id","order_id","product_id","quantity","price_at_purchase","discount_percent"
441,97,49,0.7,127.41,5
442,97,15,1.03,68.97,15
443,98,74,1.0,42.56,0
444,98,89,1.9,566.61,0
445,98,54,1.18,180.24,0
446,98,41,0.91,188.79,5
447,98,62,1.8,323.63,0
448,98,51,1.69,189.18,0
449,99,64,0.47,480.06,0
450,99,18,1.6,90.85,0
451,99,59,1.83,493.85,0
452,100,91,0.48,562.14,15
453,100,76,2.0,50.48,5
454,101,3,0.75,69.85,15
455,102,77,3.0,37.81,5
456,102,63,1.63,336.58,0
457,102,30,0.81,145.27,5
458,102,5,1.77,106.88,10
459,103,91,1.4,562.14,10
460,103,73,3.0,45.19,0
461,103,69,0.39,494.35,15
462,104,96,0.93,333.02,10
463,104,9,1.29,75.04,0
464,104,96,1.67,333.02,0
465,105,38,0.58,116.39,10
466,105,64,1.5,480.06,10
467,105,82,3.0,73.18,5
468,105,60,1.6,325.54,10
469,105,27,1.67,155.98,15
470,105,2,0.8,70.71,10
471,105,72,1.39,471.68,10
472,106,10,0.55,63.7,0
473,107,104,0.48,415.54,0
474,107,80,3.0,59.15,0
475,107,57,1.27,365.92,0
476,107,102,1.92,622.95,0
477,108,73,2.0,45.19,10
478,109,96,0.56,333.02,15
479,109,4,0.5,85.3,5
480,109,12,1.95,86.7,0
481,109,88,1.39,454.64,0
482,109,81,3.0,57.15,0
483,110,54,1.44,180.24,10
484,110,36,1.84,87.71,15
485,110,14,0.71,92.91,10
486,110,84,1.0,39.3,15
487,110,51,1.83,189.18,0
488,111,29,1.97,90.93,15
489,111,58,1.26,505.62,5
490,111,61,0.88,268.76,10
491,112,85,1.0,39.01,5
492,112,103,1.42,375.12,0
493,112,9,1.63,75.04,5
494,112,52,1.27,175.27,0
495,112,76,2.0,50.48,15
496,113,60,0.47,325.54,15
497,113,77,1.0,37.81,0
498,113,21,1.67,141.81,0
499,114,14,0.98,92.91,0
500,114,75,1.0,42.97,10
501,114,25,1.65,108.45,0
502,114,37,1.74,91.96,0
503,115,1,0.3,69.72,15
504,115,18,1.75,90.85,5
505,115,71,1.32,447.37,5
506,116,67,0.44,499.02,0
507,116,86,3.0,50.38,0
508,116,3,1.7,69.85,0
509,116,61,0.38,268.76,0
510,117,18,1.33,90.85,15
511,117,52,0.85,175.27,5
512,117,81,2.0,57.15,0
513,117,70,1.77,444.53,10
514,117,45,0.63,117.18,10
515,118,64,0.67,480.06,0
516,118,51,0.76,189.18,5
517,118,100,1.05,339.26,10
518,119,14,1.6,92.91,5
519,119,57,1.44,365.92,10
520,119,2,0.53,70.71,0
521,119,46,1.24,156.6,0
522,119,39,1.57,130.99,5
523,120,75,3.0,42.97,0
524,120,18,1.61,90.85,0
525,121,61,0.64,268.76,5
526,121,32,0.69,95.42,0
527,121,36,1.92,87.71,0
528,121,43,0.91,151.48,0
529,121,70,0.64,444.53,5
530,122,48,1.99,147.92,0
531,122,3,1.45,69.85,0
532,122,74,3.0,42.56,0
533,122,69,0.3,494.35,0
534,122,34,0.67,132.0,5
535,122,33,0.7,119.99,10
536,122,57,1.97,365.92,0
537,122,88,0.53,454.64,5
538,122,29,1.23,90.93,0
539,123,79,2.0,74.07,0
540,123,96,0.75,333.02,0
541,123,14,1.53,92.91,0
542,123,29,1.77,90.93,0
543,123,58,0.38,505.62,5
544,123,56,0.8,480.14,0
545,123,97,1.95,624.06,0
546,124,62,0.73,323.63,0
547,124,56,0.98,480.14,10
548,124,75,1.0,42.97,0
549,125,17,0.32,101.8,0
550,125,64,1.39,480.06,5
551,125,36,1.82,87.71,10
552,126,38,1.96,116.39,0
553,126,27,1.27,155.98,0
554,126,52,1.55,175.27,5
555,126,102,1.63,622.95,15
556,127,87,0.5,472.19,10
557,127,25,0.6,108.45,15
558,127,19,1.99,78.19,5
559,127,84,1.0,39.3,0
560,127,98,0.69,502.38,5
561,127,27,1.93,155.98,0
562,128,28,1.46,150.62,0
563,128,88,1.07,454.64,15
564,129,55,0.55,162.32,0
565,129,48,0.92,147.92,0
566,129,25,0.94,108.45,0
567,129,81,1.0,57.15,15
568,129,67,1.73,499.02,0
569,130,27,1.78,155.98,0
570,130,70,0.33,444.53,0
571,130,4,1.22,85.3,5
572,130,60,1.89,325.54,15
573,131,58,1.89,505.62,0
574,131,89,1.97,566.61,0
575,131,40,0.86,113.29,5
576,131,29,1.95,90.93,10
577,131,17,1.92,101.8,10
578,131,49,1.3,127.41,15
579,132,101,1.23,514.24,0
580,132,51,1.92,189.18,0
581,132,5,1.82,106.88,0
582,132,93,1.75,642.31,0
583,132,51,1.92,189.18,15
584,132,46,1.54,156.6,15
585,133,78,3.0,51.93,0
586,133,104,0.81,415.54,10
587,133,21,0.87,141.81,15
588,133,93,1.34,642.31,10
589,133,9,1.37,75.04,15
590,134,47,1.58,138.47,0
591,134,19,1.48,78.19,5
592,134,28,0.46,150.62,0
593,135,41,1.22,188.79,15
594,135,69,0.62,494.35,10
595,135,58,1.07,505.62,5
596,135,45,1.63,117.18,10
597,135,64,0.41,480.06,15
598,135,50,1.43,127.26,5
599,136,54,1.36,180.24,5
600,136,8,1.16,118.14,15
601,136,17,1.74,101.8,0
602,136,44,0.84,131.81,10
603,137,51,0.3,189.18,15
604,137,44,0.62,131.81,15
605,137,91,1.65,562.14,0
606,138,1,1.35,69.72,15
607,138,79,2.0,74.07,10
608,138,53,0.37,127.64,15
609,138,36,0.51,87.71,0
610,139,63,0.61,336.58,10
611,139,88,0.97,454.64,10
612,139,92,0.97,322.88,0
613,139,16,0.9,119.73,10
614,139,63,0.8,336.58,15
615,139,92,0.72,322.88,0
616,139,96,1.46,333.02,15
617,139,72,1.28,471.68,0
618,139,71,1.64,447.37,0
619,139,39,1.77,130.99,0
620,140,91,0.44,562.14,15
621,140,70,1.86,444.53,0
622,140,38,1.21,116.39,0
623,140,61,1.53,268.76,5
624,140,50,0.6,127.26,0
625,141,92,1.48,322.88,0
626,141,104,1.2,415.54,15
627,141,62,0.93,323.63,0
628,142,18,0.34,90.85,15
629,142,86,2.0,50.38,10
630,142,25,0.75,108.45,5
631,142,31,1.91,103.88,10
632,142,11,0.85,63.21,10
633,143,97,0.63,624.06,15
634,143,40,1.36,113.29,15
635,143,32,1.82,95.42,10
636,143,68,0.43,389.95,0
637,144,28,1.72,150.62,0
638,144,63,1.29,336.58,0
639,145,25,0.85,108.45,5
640,145,15,0.48,68.97,0
641,145,93,0.64,642.31,0
642,145,5,1.54,106.88,0
643,145,81,3.0,57.15,0
644,145,47,1.69,138.47,5
645,145,101,1.54,514.24,10
646,145,5,0.47,106.88,5
647,145,61,1.06,268.76,0
648,145,43,0.38,151.48,10
649,145,36,0.75,87.71,0
650,145,42,1.49,144.77,15
651,145,96,1.66,333.02,0
652,146,3,1.35,69.85,0
653,146,69,1.48,494.35,10
654,146,98,1.1,502.38,0
655,146,8,1.33,118.14,0
656,146,43,1.59,151.48,0
657,147,38,1.6,116.39,5
658,148,85,2.0,39.01,10
659,148,56,1.16,480.14,5
660,148,32,1.22,95.42,0
661,148,4,0.81,85.3,0
662,148,85,1.0,39.01,5
663,148,50,1.5,127.26,10
664,148,62,0.87,323.63,15
665,148,61,1.82,268.76,0
666,149,52,1.77,175.27,15
667,149,92,1.73,322.88,0
668,149,89,0.6,566.61,0
669,149,59,0.82,493.85,10
670,149,91,1.85,562.14,0
671,150,72,0.37,471.68,0
672,150,6,1.66,110.57,0
673,150,41,1.39,188.79,10
674,151,46,1.7,156.6,0
675,151,51,1.66,189.18,0
676,151,57,0.42,365.92,0
677,151,38,0.85,116.39,5
678,152,48,1.46,147.92,0
679,152,9,0.82,75.04,10
680,152,69,1.19,494.35,5
681,152,84,2.0,39.3,10
682,152,1,1.35,69.72,15
683,152,10,1.13,63.7,5
684,153,75,2.0,42.97,15
685,153,84,2.0,39.3,15
686,153,101,1.0,514.24,15
687,153,11,0.31,63.21,0
688,153,70,1.74,444.53,15
689,153,47,1.5,138.47,0
690,153,58,0.79,505.62,0
691,153,80,3.0,59.15,0
692,153,73,1.0,45.19,15
693,154,63,0.64,336.58,0
694,154,23,1.79,144.74,15
695,154,26,0.31,115.25,0
696,154,3,1.36,69.85,0
697,154,99,0.94,484.29,0
698,154,57,1.81,365.92,10
699,155,36,1.09,87.71,0
700,155,28,1.21,150.62,5
701,155,27,0.99,155.98,15
702,155,86,1.0,50.38,15
703,155,48,1.08,147.92,0
704,156,27,1.26,155.98,0
705,156,8,1.12,118.14,5
706,156,102,0.56,622.95,10
707,157,48,1.62,147.92,15
708,157,57,1.56,365.92,5
709,157,6,1.83,110.57,10
710,157,69,0.71,494.35,0
711,157,93,0.97,642.31,10
712,157,78,1.0,51.93,15
713,158,24,1.47,122.05,0
714,158,40,1.05,113.29,15
715,158,44,1.54,131.81,10
716,158,93,1.41,642.31,0
717,158,25,1.93,108.45,0
718,159,5,1.56,106.88,0
719,160,14,0.82,92.91,10
720,160,45,1.24,117.18,0
721,161,99,1.75,484.29,10
722,161,19,0.65,78.19,10
723,161,65,1.9,438.6,0
724,161,43,1.01,151.48,5
725,162,5,0.97,106.88,0
726,162,78,1.0,51.93,10
727,162,73,2.0,45.19,0
728,163,15,1.06,68.97,10
729,163,39,1.05,130.99,0
730,163,46,1.27,156.6,5
731,163,42,0.42,144.77,0
732,164,104,0.49,415.54,5
733,164,33,1.5,119.99,0
734,164,33,0.54,119.99,10
735,164,51,1.91,189.18,10
736,164,80,1.0,59.15,0
737,164,30,0.55,145.27,15
738,164,68,1.58,389.95,0
739,164,22,0.53,135.76,0
740,164,71,0.98,447.37,15
741,164,26,1.77,115.25,10
742,165,66,1.68,506.57,15
743,165,58,1.8,505.62,10
744,165,7,1.16,80.41,10
745,165,60,1.05,325.54,15
746,166,26,0.7,115.25,10
747,166,51,0.97,189.18,0
748,166,46,1.66,156.6,0
749,166,39,0.64,130.99,0
750,166,103,1.96,375.12,0
751,167,23,1.08,144.74,0
752,167,49,1.72,127.41,0
753,167,77,1.0,37.81,15
754,167,91,1.27,562.14,0
755,167,34,0.34,132.0,0
756,168,37,0.46,91.96,0
757,168,66,1.11,506.57,15
758,168,76,3.0,50.48,10
759,168,59,0.63,493.85,10
760,168,104,1.7,415.54,0
761,168,101,1.28,514.24,5
762,168,48,0.44,147.92,15
763,169,10,1.38,63.7,15
764,169,11,0.56,63.21,0
765,169,57,0.57,365.92,15
766,169,89,1.87,566.61,5
767,170,77,3.0,37.81,15
768,170,67,0.45,499.02,0
769,170,60,0.95,325.54,0
770,170,50,0.52,127.26,0
771,171,51,0.88,189.18,15
772,171,31,1.87,103.88,5
773,171,61,1.89,268.76,0
774,171,101,1.87,514.24,15
775,171,36,1.54,87.71,0
776,172,42,0.32,144.77,0
777,172,18,1.07,90.85,15
778,172,40,1.68,113.29,10
779,172,2,0.48,70.71,0
780,172,47,0.6,138.47,0
781,173,7,1.87,80.41,0
782,173,11,1.28,63.21,0
783,173,65,1.97,438.6,0
784,174,11,1.74,63.21,0
785,174,76,3.0,50.48,5
786,174,17,1.73,101.8,0
787,174,75,3.0,42.97,15
788,175,25,1.62,108.45,10
789,176,76,2.0,50.48,0
790,176,93,1.02,642.31,0
791,176,42,1.23,144.77,10
792,176,71,0.92,447.37,0
793,177,89,1.56,566.61,0
794,177,41,0.34,188.79,5
795,177,19,1.88,78.19,5
796,177,43,0.51,151.48,10
797,178,24,1.32,122.05,0
798,178,86,2.0,50.38,15
799,179,59,0.69,493.85,0
800,179,59,1.76,493.85,10
801,179,89,1.41,566.61,0
802,179,78,2.0,51.93,0
803,179,58,0.74,505.62,0
804,180,72,1.77,471.68,0
805,180,11,0.72,63.21,0
806,181,89,1.07,566.61,5
807,181,31,1.82,103.88,0
808,181,43,1.36,151.48,0
809,182,27,0.59,155.98,0
810,182,39,0.73,130.99,0
811,182,73,1.0,45.19,0
812,182,24,1.08,122.05,0
813,182,42,0.49,144.77,10
814,183,15,1.67,68.97,15
815,183,3,1.65,69.85,10
816,183,26,0.69,115.25,5
817,184,72,0.37,471.68,0
818,184,53,1.18,127.64,15
819,184,67,1.44,499.02,5
820,185,14,1.09,92.91,0
821,185,71,1.16,447.37,5
822,185,49,1.07,127.41,0
823,185,78,1.0,51.93,5
824,185,34,1.51,132.0,0
825,185,57,0.44,365.92,0
826,186,62,0.64,323.63,5
827,186,60,0.6,325.54,15
828,186,96,0.63,333.02,0
829,186,101,1.26,514.24,0
830,187,64,1.03,480.06,0
831,187,45,1.14,117.18,0
832,187,17,0.5,101.8,0
833,187,74,2.0,42.56,0
834,188,58,1.68,505.62,5
835,188,56,1.87,480.14,5
836,188,30,1.81,145.27,5
837,188,26,1.7,115.25,0
838,188,43,0.9,151.48,0
839,188,91,1.19,562.14,0
840,188,38,1.49,116.39,5
841,189,72,0.83,471.68,0
842,189,25,1.37,108.45,0
843,189,22,1.58,135.76,0
844,189,12,0.39,86.7,10
845,189,55,1.13,162.32,5
846,190,58,0.7,505.62,10
847,190,29,0.42,90.93,15
848,190,24,1.26,122.05,15
849,190,85,3.0,39.01,15
850,190,48,1.48,147.92,10
851,190,7,0.31,80.41,0
852,190,72,1.44,471.68,15
853,190,18,0.41,90.85,0
854,190,81,1.0,57.15,0
855,191,71,1.32,447.37,5
856,191,77,2.0,37.81,10
857,191,39,1.2,130.99,5
858,191,50,1.39,127.26,15
859,191,55,0.41,162.32,5
860,192,102,1.57,622.95,0
861,192,4,1.0,85.3,5
862,192,82,1.0,73.18,0
863,192,95,0.67,446.25,0
864,192,6,1.92,110.57,5
865,192,34,1.12,132.0,0
866,193,83,3.0,44.85,10
867,193,33,1.44,119.99,10
868,193,8,0.79,118.14,10
869,194,33,1.85,119.99,0
870,194,6,1.8,110.57,15
871,194,61,0.54,268.76,0
